CAMIS,Timestamp,Temperature_F,Humidity_percent,Air_Quality_Index,Surface_Score,Risk_Flag
50106840,2025-08-11 05:38:47,59.0,36.2,42.4,94.0,normal
50106840,2025-08-05 14:34:16,68.8,50.1,38.6,67.6,high
50106840,2025-08-02 05:27:15,60.2,44.2,32.0,93.3,normal
50106840,2025-08-13 19:16:41,70.0,36.3,43.8,64.6,high
50106840,2025-08-07 06:23:06,69.0,28.8,51.7,75.3,warning
50106840,2025-08-05 18:56:53,70.5,28.7,45.9,68.9,high
50106840,2025-08-08 03:54:27,75.0,46.5,54.1,73.3,warning
50106840,2025-08-04 01:00:48,83.5,37.7,51.8,81.1,warning
50106840,2025-08-05 07:06:32,78.9,58.1,32.5,60.8,high
50106840,2025-08-13 00:38:57,75.7,57.4,50.0,94.7,normal
50114087,2025-08-07 05:47:45,66.8,35.6,62.1,87.2,normal
50114087,2025-08-09 08:36:33,76.7,32.2,34.3,95.5,normal
50114087,2025-08-10 02:03:37,71.3,51.1,36.3,73.3,warning
50114087,2025-08-02 15:21:09,78.3,44.6,54.4,69.4,high
50114087,2025-08-04 12:24:28,75.2,50.3,38.1,64.9,high
50114087,2025-08-04 18:54:19,71.4,49.8,60.2,71.5,warning
50114087,2025-08-01 09:46:26,70.9,54.4,38.6,60.9,high
50114087,2025-08-02 07:44:44,76.2,43.6,31.0,74.8,warning
50114087,2025-08-04 11:15:23,73.0,45.6,59.7,77.9,warning
50114087,2025-08-13 21:49:44,68.8,25.1,53.2,86.1,normal
50119984,2025-08-05 20:35:21,64.1,45.5,74.4,70.4,warning
50119984,2025-08-11 10:17:52,81.4,48.1,53.7,74.8,warning
50119984,2025-08-02 07:44:21,71.1,56.3,28.5,73.0,warning
50119984,2025-08-03 03:26:39,68.6,36.0,57.1,81.0,normal
50119984,2025-08-05 15:38:09,80.1,42.9,60.7,90.8,warning
50119984,2025-08-04 11:36:53,71.9,56.1,64.2,98.2,normal
50119984,2025-08-10 05:15:31,75.6,44.4,50.9,83.9,normal
50119984,2025-08-09 11:43:53,67.1,44.2,42.6,89.2,normal
50119984,2025-08-06 13:22:45,75.0,36.1,31.1,93.8,normal
50119984,2025-08-05 17:42:35,71.9,61.0,42.8,97.1,normal
50063017,2025-08-09 00:30:30,72.8,43.8,45.4,60.5,high
50063017,2025-08-09 06:12:36,68.7,35.9,39.5,69.8,high
50063017,2025-08-12 09:50:37,72.9,56.8,27.8,85.4,normal
50063017,2025-08-06 00:31:47,67.4,52.7,58.3,69.5,high
50063017,2025-08-07 21:17:08,75.0,37.6,63.8,66.3,high
50063017,2025-08-10 20:23:38,70.5,25.4,35.0,67.0,high
50063017,2025-08-09 03:38:55,70.3,41.6,63.1,63.6,high
50063017,2025-08-11 07:24:10,75.4,37.8,66.7,94.5,normal
50063017,2025-08-05 12:25:18,76.0,45.6,49.6,93.1,normal
50063017,2025-08-12 11:03:28,71.7,38.3,33.8,64.0,high
50056983,2025-08-02 02:24:01,70.6,58.8,33.0,98.4,normal
50056983,2025-08-08 08:33:30,73.3,56.0,18.8,72.8,warning
50056983,2025-08-09 01:00:41,73.2,49.4,34.6,69.2,high
50056983,2025-08-09 21:39:02,67.3,49.3,29.1,97.3,normal
50056983,2025-08-06 21:48:42,76.3,31.7,77.0,61.0,high
50056983,2025-08-11 04:00:25,75.0,42.4,46.7,95.7,normal
50056983,2025-08-07 08:28:06,55.9,41.8,60.1,80.6,normal
50056983,2025-08-13 11:17:36,70.0,38.4,73.1,74.7,warning
50056983,2025-08-11 15:57:33,72.9,39.2,59.3,60.3,high
50056983,2025-08-12 01:28:42,70.3,45.2,51.4,83.8,normal
41655832,2025-08-09 12:15:22,72.4,27.3,36.4,94.0,normal
41655832,2025-08-01 06:43:24,67.9,52.0,37.2,78.8,warning
41655832,2025-08-07 20:14:59,75.6,31.2,61.1,86.8,normal
41655832,2025-08-09 16:20:56,74.8,41.4,46.5,89.4,normal
41655832,2025-08-07 01:23:30,73.3,46.7,19.1,66.4,high
41655832,2025-08-03 20:49:30,55.4,60.0,16.3,69.9,high
41655832,2025-08-03 08:36:52,78.7,43.2,70.6,73.1,warning
41655832,2025-08-05 06:14:20,73.9,58.0,62.1,68.8,high
41655832,2025-08-07 20:28:47,63.0,41.3,59.5,62.3,high
41655832,2025-08-12 11:31:35,72.6,51.6,36.7,75.6,warning
41579281,2025-08-06 21:22:08,72.4,57.9,41.5,91.2,normal
41579281,2025-08-12 09:48:18,67.9,35.0,53.1,90.5,normal
41579281,2025-08-06 01:50:04,69.8,65.5,55.3,96.9,normal
41579281,2025-08-08 05:12:19,71.5,58.8,65.5,76.7,warning
41579281,2025-08-09 09:27:29,72.4,42.7,61.1,91.1,normal
41579281,2025-08-02 12:36:10,73.6,49.9,55.6,80.6,normal
41579281,2025-08-13 21:20:22,69.3,55.3,72.5,69.4,high
41579281,2025-08-12 15:50:17,65.0,32.2,53.6,70.2,warning
41579281,2025-08-08 16:11:06,71.5,53.2,24.6,66.3,high
41579281,2025-08-13 18:26:31,74.5,56.1,69.2,92.9,normal
50123379,2025-08-04 12:08:36,73.1,44.0,46.0,70.8,warning
50123379,2025-08-11 23:54:27,78.2,49.2,34.5,71.4,warning
50123379,2025-08-11 17:13:02,84.9,22.1,55.6,95.3,warning
50123379,2025-08-08 17:46:45,77.8,47.1,54.8,80.9,normal
50123379,2025-08-01 03:05:03,66.4,25.0,53.3,71.9,warning
50123379,2025-08-04 20:15:15,70.3,51.9,31.8,64.2,high
50123379,2025-08-11 09:48:14,71.8,42.4,60.0,99.0,normal
50123379,2025-08-08 00:03:04,75.0,27.3,54.1,93.0,normal
50123379,2025-08-02 07:02:35,67.6,44.0,68.5,78.1,warning
50123379,2025-08-13 00:10:56,68.7,60.7,45.1,88.0,normal
50105524,2025-08-09 05:12:42,72.8,65.8,54.2,93.2,normal
50105524,2025-08-09 12:59:12,80.2,39.6,58.5,92.5,warning
50105524,2025-08-06 00:06:01,75.7,61.7,42.3,64.6,high
50105524,2025-08-04 18:53:26,80.2,45.2,54.4,87.0,warning
50105524,2025-08-11 04:12:24,72.9,43.5,85.0,77.7,warning
50105524,2025-08-13 23:47:32,69.9,30.2,85.9,80.4,normal
50105524,2025-08-06 23:35:57,72.0,48.4,40.6,64.2,high
50105524,2025-08-09 13:31:19,67.1,33.9,60.0,84.9,normal
50105524,2025-08-02 18:35:03,72.3,47.6,71.0,99.2,normal
50105524,2025-08-05 16:45:12,69.5,39.5,82.8,98.6,normal
50150527,2025-08-06 15:06:50,69.2,52.9,52.6,69.7,high
50150527,2025-08-06 00:28:05,69.0,46.0,57.6,83.3,normal
50150527,2025-08-06 23:51:51,72.7,50.3,68.9,93.8,normal
50150527,2025-08-12 15:29:17,70.2,59.0,57.7,99.4,normal
50150527,2025-08-06 23:34:29,72.3,57.3,68.7,70.0,warning
50150527,2025-08-06 17:14:36,66.6,58.1,41.4,87.7,normal
50150527,2025-08-05 11:23:32,69.0,51.3,68.9,73.1,warning
50150527,2025-08-01 02:21:30,72.6,39.0,53.9,96.2,normal
50150527,2025-08-05 06:28:36,82.5,36.8,60.8,71.9,warning
50150527,2025-08-13 05:45:46,71.9,46.0,22.6,68.1,high
50122278,2025-08-07 09:48:42,68.9,48.4,53.3,64.5,high
50122278,2025-08-11 21:40:30,64.8,35.4,38.7,78.1,warning
50122278,2025-08-01 00:00:32,75.5,42.6,56.1,85.0,normal
50122278,2025-08-06 14:53:21,72.3,26.9,29.0,77.2,warning
50122278,2025-08-07 05:04:23,75.4,63.3,51.9,92.1,normal
50122278,2025-08-07 00:54:16,78.2,34.3,56.2,84.8,normal
50122278,2025-08-07 09:49:33,75.8,49.1,70.3,84.1,normal
50122278,2025-08-04 10:25:28,70.1,49.0,64.9,83.1,normal
50122278,2025-08-11 07:03:33,83.2,41.9,44.6,69.0,high
50122278,2025-08-10 09:53:36,68.5,40.3,36.3,61.8,high
50008221,2025-08-09 11:54:53,67.3,66.6,32.5,78.7,warning
50008221,2025-08-04 04:31:42,75.7,34.4,65.2,62.5,high
50008221,2025-08-04 01:24:44,69.9,49.0,47.4,83.2,normal
50008221,2025-08-09 07:02:23,72.2,34.6,51.2,87.4,normal
50008221,2025-08-08 00:56:52,69.0,57.3,49.0,61.0,high
50008221,2025-08-08 05:20:27,78.3,31.6,54.2,77.3,warning
50008221,2025-08-02 20:29:19,61.4,41.0,50.2,75.1,warning
50008221,2025-08-05 05:18:25,74.6,33.8,29.1,82.0,normal
50008221,2025-08-03 22:47:27,66.8,29.3,41.6,93.9,normal
50008221,2025-08-12 08:10:05,68.8,54.0,37.0,90.9,normal
50163577,2025-08-10 21:23:38,81.3,44.5,53.2,67.0,high
50163577,2025-08-08 11:15:10,72.0,39.1,46.9,77.1,warning
50163577,2025-08-08 14:11:16,85.8,28.2,31.3,92.2,high
50163577,2025-08-10 04:36:52,68.6,53.4,50.8,97.9,normal
50163577,2025-08-01 13:32:56,72.1,43.0,46.6,94.5,normal
50163577,2025-08-10 06:46:28,78.5,50.6,48.8,88.1,normal
50163577,2025-08-12 11:24:33,74.8,58.3,55.7,85.0,normal
50163577,2025-08-06 09:10:28,71.3,46.4,60.6,60.7,high
50163577,2025-08-02 17:09:59,76.1,36.7,24.3,97.5,normal
50163577,2025-08-02 09:19:34,78.3,51.9,30.1,67.3,high
50017853,2025-08-10 15:15:41,70.3,51.1,16.4,61.7,high
50017853,2025-08-12 08:23:38,76.5,44.2,40.9,91.4,normal
50017853,2025-08-02 17:23:08,74.1,30.1,61.0,77.1,warning
50017853,2025-08-10 12:59:41,69.2,52.5,31.5,83.1,normal
50017853,2025-08-06 16:26:08,67.3,39.2,53.5,69.8,high
50017853,2025-08-08 19:28:11,73.9,50.7,58.4,69.9,high
50017853,2025-08-07 16:47:36,77.2,47.7,42.9,75.9,warning
50017853,2025-08-10 13:55:42,78.7,34.8,76.9,85.2,normal
50017853,2025-08-11 08:36:03,67.7,36.2,57.4,91.9,normal
50017853,2025-08-02 21:29:08,68.8,45.0,23.5,91.4,normal
50121603,2025-08-10 11:20:17,66.2,65.2,68.1,70.6,warning
50121603,2025-08-04 06:42:06,65.2,37.2,44.6,74.0,warning
50121603,2025-08-07 23:28:02,75.7,42.9,58.6,93.8,normal
50121603,2025-08-03 03:33:52,68.4,49.3,33.4,87.8,normal
50121603,2025-08-08 05:32:30,76.9,38.1,75.1,68.4,high
50121603,2025-08-03 23:58:37,67.3,48.0,68.2,97.5,normal
50121603,2025-08-03 06:21:15,73.7,43.8,45.9,86.1,normal
50121603,2025-08-01 19:10:07,65.8,28.3,56.8,97.1,normal
50121603,2025-08-04 08:15:41,71.4,62.0,20.0,94.5,normal
50121603,2025-08-12 00:46:20,65.5,44.5,51.3,61.8,high
41617345,2025-08-09 01:15:24,74.6,40.1,30.6,81.5,normal
41617345,2025-08-03 21:53:04,60.3,27.7,38.8,82.1,normal
41617345,2025-08-07 22:09:44,68.0,53.6,38.2,77.0,warning
41617345,2025-08-07 19:38:07,63.1,54.7,39.5,86.7,normal
41617345,2025-08-01 07:38:15,71.9,31.9,27.1,73.6,warning
41617345,2025-08-12 10:21:58,65.7,62.6,50.2,82.6,normal
41617345,2025-08-07 17:40:54,64.1,57.8,22.9,70.0,warning
41617345,2025-08-01 00:50:33,73.7,51.0,44.2,80.8,normal
41617345,2025-08-13 17:16:07,72.4,60.9,38.2,70.3,warning
41617345,2025-08-06 11:26:17,70.6,39.3,51.5,63.2,high
50077821,2025-08-08 18:26:19,67.7,54.9,73.1,74.5,warning
50077821,2025-08-06 20:44:19,66.2,34.8,33.7,82.5,normal
50077821,2025-08-03 12:53:10,69.3,60.5,41.1,78.2,warning
50077821,2025-08-01 15:10:26,76.4,51.9,45.6,60.6,high
50077821,2025-08-04 06:28:23,68.4,63.9,46.5,80.7,normal
50077821,2025-08-01 18:17:39,78.1,30.3,50.7,71.5,warning
50077821,2025-08-05 15:42:59,77.7,42.6,71.7,93.7,normal
50077821,2025-08-05 05:23:23,75.7,28.6,72.8,87.5,normal
50077821,2025-08-04 01:33:19,66.0,70.1,59.9,99.6,normal
50077821,2025-08-13 18:42:44,84.7,39.3,45.8,92.8,warning
50140705,2025-08-05 00:49:01,74.3,56.3,68.4,76.4,warning
50140705,2025-08-09 06:29:03,70.6,40.0,60.3,89.0,normal
50140705,2025-08-01 18:25:37,68.7,50.7,28.9,89.3,normal
50140705,2025-08-10 10:26:21,62.3,33.1,44.8,62.8,high
50140705,2025-08-04 13:42:29,65.9,58.7,69.7,86.5,normal
50140705,2025-08-08 14:59:34,63.7,45.1,59.4,79.5,warning
50140705,2025-08-01 02:44:51,82.2,48.3,43.6,64.6,high
50140705,2025-08-12 08:24:08,73.5,40.9,24.4,82.8,normal
50140705,2025-08-08 15:56:06,75.2,46.9,55.9,83.8,normal
50140705,2025-08-05 11:14:08,82.4,53.3,60.2,77.8,warning
41122435,2025-08-02 17:57:39,65.2,56.3,39.3,89.6,normal
41122435,2025-08-08 14:56:18,72.2,28.8,31.7,93.2,normal
41122435,2025-08-13 11:36:42,64.2,50.4,-4.5,92.7,normal
41122435,2025-08-12 19:51:38,66.9,25.4,54.5,66.7,high
41122435,2025-08-02 14:51:34,75.7,59.1,50.9,61.2,high
41122435,2025-08-07 15:46:37,66.0,34.0,61.2,70.9,warning
41122435,2025-08-07 12:38:23,74.4,51.8,44.4,91.5,normal
41122435,2025-08-06 18:10:44,71.8,42.4,30.9,68.7,high
41122435,2025-08-03 09:34:03,73.9,40.8,25.3,63.2,high
41122435,2025-08-11 01:18:17,63.8,45.1,64.0,94.8,normal
50121348,2025-08-09 12:21:08,69.7,57.2,39.6,91.1,normal
50121348,2025-08-06 02:41:03,65.4,58.8,61.7,98.1,normal
50121348,2025-08-12 06:18:14,63.6,46.6,55.6,99.1,normal
50121348,2025-08-02 03:57:40,78.7,57.1,52.5,98.4,normal
50121348,2025-08-11 12:40:13,53.2,52.6,46.3,88.6,normal
50121348,2025-08-02 15:44:06,75.1,60.0,60.2,77.0,warning
50121348,2025-08-12 16:47:10,82.4,42.9,52.7,84.3,warning
50121348,2025-08-07 14:38:55,73.0,51.5,63.5,62.6,high
50121348,2025-08-06 16:30:57,80.0,57.4,53.4,92.9,normal
50121348,2025-08-10 04:51:28,66.2,43.2,24.3,69.4,high
50068238,2025-08-02 04:13:24,61.8,54.9,56.1,87.7,normal
50068238,2025-08-08 01:29:10,68.1,52.6,79.1,70.7,warning
50068238,2025-08-01 03:43:04,70.1,37.9,62.0,60.1,high
50068238,2025-08-01 23:34:50,76.7,27.8,64.7,90.4,normal
50068238,2025-08-07 12:36:12,79.4,61.8,75.0,98.0,normal
50068238,2025-08-07 03:37:39,76.6,42.6,38.2,73.6,warning
50068238,2025-08-10 20:35:50,72.9,34.6,27.5,86.8,normal
50068238,2025-08-05 11:54:33,74.7,53.2,24.7,99.2,normal
50068238,2025-08-07 19:25:23,67.6,34.1,51.8,84.4,normal
50068238,2025-08-11 19:03:34,69.8,39.8,46.4,94.0,normal
50165668,2025-08-09 22:30:07,67.8,42.8,30.9,70.6,warning
50165668,2025-08-03 00:55:47,75.6,39.6,39.7,65.5,high
50165668,2025-08-07 22:22:15,76.3,58.3,63.6,69.4,high
50165668,2025-08-07 21:07:15,71.0,35.4,24.9,96.8,normal
50165668,2025-08-13 04:26:32,76.7,26.5,37.9,98.7,normal
50165668,2025-08-03 22:33:47,72.0,57.3,48.3,91.3,normal
50165668,2025-08-01 16:39:46,74.1,64.0,45.2,72.8,warning
50165668,2025-08-03 11:40:34,78.1,52.8,54.7,71.8,warning
50165668,2025-08-03 08:07:58,70.7,36.2,60.5,69.7,high
50165668,2025-08-01 22:38:09,66.9,35.3,69.4,62.3,high
41372918,2025-08-08 11:30:58,69.1,36.5,46.2,86.0,normal
41372918,2025-08-05 00:34:31,75.2,34.1,53.3,89.3,normal
41372918,2025-08-08 03:47:31,77.1,42.5,65.9,89.1,normal
41372918,2025-08-04 09:56:04,76.0,61.9,40.0,87.5,normal
41372918,2025-08-12 01:59:28,76.1,55.8,52.7,85.4,normal
41372918,2025-08-03 19:32:30,71.4,20.9,41.4,77.9,warning
41372918,2025-08-01 22:57:16,66.3,41.6,70.7,82.1,normal
41372918,2025-08-13 18:26:23,69.6,32.0,39.8,70.1,warning
41372918,2025-08-06 09:55:55,70.3,51.0,51.9,61.9,high
41372918,2025-08-01 17:00:41,73.0,48.1,47.2,79.1,warning
41231076,2025-08-01 01:20:05,67.5,61.9,59.8,94.9,normal
41231076,2025-08-08 20:28:53,79.7,31.0,57.5,81.9,normal
41231076,2025-08-13 01:53:25,73.7,37.7,63.7,76.1,warning
41231076,2025-08-04 10:26:51,73.3,65.3,60.6,83.7,normal
41231076,2025-08-09 07:51:36,73.6,42.3,56.3,78.6,warning
41231076,2025-08-10 18:45:15,81.7,48.0,45.5,96.3,warning
41231076,2025-08-02 05:25:15,67.1,42.0,47.4,90.7,normal
41231076,2025-08-01 23:23:20,72.3,38.2,42.5,69.6,high
41231076,2025-08-12 04:54:32,73.7,64.1,31.6,86.4,normal
41231076,2025-08-08 21:56:30,76.4,41.9,65.5,70.7,warning
50126963,2025-08-05 19:56:08,70.0,43.6,43.9,76.8,warning
50126963,2025-08-04 03:14:00,72.6,44.1,33.0,68.6,high
50126963,2025-08-12 13:14:12,78.3,30.4,61.0,85.3,normal
50126963,2025-08-11 18:51:32,72.3,45.8,33.9,73.7,warning
50126963,2025-08-02 01:22:30,76.1,49.0,32.4,70.3,warning
50126963,2025-08-10 03:16:13,76.0,44.0,68.4,87.1,normal
50126963,2025-08-09 09:56:49,67.4,50.7,36.9,94.0,normal
50126963,2025-08-13 00:36:50,71.7,21.0,63.4,67.0,high
50126963,2025-08-04 04:10:06,64.0,39.3,43.1,60.3,high
50126963,2025-08-01 17:46:01,70.0,54.7,48.2,84.7,normal
50103252,2025-08-09 12:20:54,71.8,31.2,46.1,95.9,normal
50103252,2025-08-04 17:09:37,71.9,53.2,43.8,99.9,normal
50103252,2025-08-08 07:22:39,63.8,32.5,45.9,66.0,high
50103252,2025-08-07 10:20:10,76.8,41.4,52.3,89.9,normal
50103252,2025-08-13 19:37:38,67.6,36.6,52.2,69.2,high
50103252,2025-08-04 06:15:25,66.8,42.1,65.3,73.8,warning
50103252,2025-08-01 21:14:38,69.2,43.1,49.2,98.9,normal
50103252,2025-08-07 03:41:35,73.6,50.4,53.8,94.2,normal
50103252,2025-08-02 07:39:51,79.7,50.5,54.6,97.6,normal
50103252,2025-08-03 01:49:37,71.3,54.4,73.7,97.0,normal
41349911,2025-08-07 21:05:19,73.1,52.2,51.2,75.7,warning
41349911,2025-08-03 23:47:35,79.4,58.4,52.0,80.0,normal
41349911,2025-08-13 04:26:41,58.8,47.2,48.3,73.7,warning
41349911,2025-08-03 10:16:05,71.0,47.3,70.2,92.3,normal
41349911,2025-08-13 08:11:40,83.8,48.1,52.8,88.4,warning
41349911,2025-08-10 09:42:07,75.0,37.2,43.1,75.8,warning
41349911,2025-08-10 09:23:23,74.1,38.0,69.7,72.7,warning
41349911,2025-08-12 03:08:08,69.6,40.0,45.3,78.3,warning
41349911,2025-08-10 03:22:38,75.7,29.4,53.7,63.9,high
41349911,2025-08-08 10:27:41,66.7,44.2,56.7,73.5,warning
41471314,2025-08-05 15:01:46,76.3,51.4,45.9,80.2,normal
41471314,2025-08-03 09:28:56,74.3,42.9,26.6,61.5,high
41471314,2025-08-08 22:39:59,70.3,54.9,75.8,82.7,normal
41471314,2025-08-09 08:11:21,77.0,49.4,25.6,93.0,normal
41471314,2025-08-12 22:14:54,64.9,40.0,39.8,82.2,normal
41471314,2025-08-01 11:33:15,70.4,40.3,11.4,88.0,normal
41471314,2025-08-06 06:16:31,82.1,34.0,51.7,62.7,high
41471314,2025-08-01 15:49:45,77.9,41.9,72.3,76.0,warning
41471314,2025-08-08 05:49:51,69.2,37.5,49.5,71.9,warning
41471314,2025-08-05 07:30:37,77.1,40.0,55.8,88.9,normal
41626556,2025-08-01 16:09:51,73.7,47.6,41.0,76.9,warning
41626556,2025-08-10 08:40:59,73.9,33.4,46.7,99.5,normal
41626556,2025-08-09 10:31:52,74.3,37.1,51.1,70.9,warning
41626556,2025-08-05 20:47:56,74.7,41.5,38.9,63.1,high
41626556,2025-08-07 18:53:56,64.0,57.3,17.8,95.2,normal
41626556,2025-08-02 11:45:38,66.0,50.0,14.5,90.2,normal
41626556,2025-08-05 12:39:51,68.6,30.1,64.9,67.7,high
41626556,2025-08-02 23:48:30,67.4,49.9,34.8,77.6,warning
41626556,2025-08-08 04:41:09,70.8,51.9,66.7,70.2,warning
41626556,2025-08-10 00:43:18,72.1,45.7,28.7,98.7,normal
50066463,2025-08-12 20:56:23,74.7,37.5,42.3,89.5,normal
50066463,2025-08-05 00:02:14,72.1,27.8,59.4,60.2,high
50066463,2025-08-11 10:56:41,77.1,42.2,53.6,83.9,normal
50066463,2025-08-03 13:06:22,71.4,39.4,49.5,74.6,warning
50066463,2025-08-01 03:49:06,73.4,42.3,94.0,82.1,normal
50066463,2025-08-06 23:51:10,71.0,47.7,67.8,95.6,normal
50066463,2025-08-01 14:19:16,72.0,46.6,53.2,62.1,high
50066463,2025-08-08 13:42:00,84.4,45.1,34.6,83.5,warning
50066463,2025-08-13 02:12:45,62.0,51.6,40.5,69.9,high
50066463,2025-08-08 04:14:40,77.1,43.3,45.7,100.0,normal
40379746,2025-08-06 14:45:29,64.0,39.0,54.3,86.3,normal
40379746,2025-08-01 11:40:52,76.9,38.4,53.3,61.8,high
40379746,2025-08-01 19:42:12,66.8,37.8,59.5,94.8,normal
40379746,2025-08-03 09:28:23,75.3,54.7,39.3,89.6,normal
40379746,2025-08-09 17:24:08,72.7,59.3,51.7,99.3,normal
40379746,2025-08-03 08:56:27,74.1,22.6,38.8,85.3,normal
40379746,2025-08-12 21:24:45,74.9,33.2,34.7,71.6,warning
40379746,2025-08-04 09:20:50,68.1,37.8,64.1,82.4,normal
40379746,2025-08-04 08:24:12,83.7,41.1,48.3,90.2,warning
40379746,2025-08-13 19:11:36,77.2,38.8,50.2,77.3,warning
40787054,2025-08-12 16:35:32,79.8,44.3,24.6,82.2,normal
40787054,2025-08-02 12:58:33,78.3,35.6,49.5,74.3,warning
40787054,2025-08-08 06:18:10,68.9,60.1,49.0,64.9,high
40787054,2025-08-13 21:33:30,71.6,43.8,86.9,63.8,high
40787054,2025-08-08 13:36:26,74.5,41.8,15.3,79.4,warning
40787054,2025-08-05 10:13:05,71.3,42.9,55.1,85.3,normal
40787054,2025-08-01 03:47:53,74.4,42.1,57.3,81.4,normal
40787054,2025-08-07 21:50:41,72.9,49.7,58.1,69.2,high
40787054,2025-08-07 11:53:49,75.7,52.3,37.8,77.9,warning
40787054,2025-08-05 18:46:51,73.1,60.5,41.4,82.0,normal
50143448,2025-08-11 14:53:27,65.8,23.1,74.5,91.1,normal
50143448,2025-08-06 16:05:02,79.0,39.3,39.8,66.6,high
50143448,2025-08-12 20:47:27,69.4,39.0,32.3,70.9,warning
50143448,2025-08-06 23:27:26,70.9,47.1,49.4,61.9,high
50143448,2025-08-05 19:22:54,64.4,46.2,43.7,60.4,high
50143448,2025-08-08 10:30:11,64.7,41.5,59.1,99.7,normal
50143448,2025-08-11 05:47:32,80.9,40.9,61.8,66.3,high
50143448,2025-08-05 01:42:42,71.4,48.2,56.0,92.6,normal
50143448,2025-08-12 11:30:07,74.6,38.4,47.6,90.3,normal
50143448,2025-08-09 22:33:12,65.8,54.0,54.1,77.3,warning
50117186,2025-08-04 05:27:36,67.5,29.1,41.1,83.5,normal
50117186,2025-08-11 04:14:32,69.5,42.6,41.4,80.7,normal
50117186,2025-08-02 21:47:51,63.3,51.9,33.6,67.2,high
50117186,2025-08-05 04:48:42,60.0,40.7,53.0,85.8,normal
50117186,2025-08-01 05:19:53,72.6,37.9,65.5,80.2,normal
50117186,2025-08-02 09:57:22,74.7,47.8,45.5,99.0,normal
50117186,2025-08-12 02:50:21,69.8,46.7,63.7,80.2,normal
50117186,2025-08-09 06:49:50,70.7,46.3,45.7,89.1,normal
50117186,2025-08-03 19:18:44,63.6,42.3,55.3,93.8,normal
50117186,2025-08-11 02:20:11,67.9,36.3,40.3,70.4,warning
50004033,2025-08-13 20:25:12,77.6,69.7,59.1,62.0,high
50004033,2025-08-03 00:22:36,69.0,32.3,61.1,82.5,normal
50004033,2025-08-01 04:37:10,83.4,31.8,47.0,84.8,warning
50004033,2025-08-02 19:58:59,68.8,40.8,73.2,74.2,warning
50004033,2025-08-11 18:22:06,71.4,70.2,36.5,98.0,normal
50004033,2025-08-07 07:03:29,64.2,61.7,38.5,83.6,normal
50004033,2025-08-08 20:20:26,73.6,56.7,50.8,70.2,warning
50004033,2025-08-06 14:30:34,66.5,27.5,58.7,88.4,normal
50004033,2025-08-07 02:05:19,78.1,36.7,56.0,92.0,normal
50004033,2025-08-13 04:00:26,68.0,37.7,55.7,70.8,warning
50007238,2025-08-05 08:54:26,71.3,35.3,68.1,76.5,warning
50007238,2025-08-11 11:48:14,70.0,50.3,51.2,75.9,warning
50007238,2025-08-02 15:29:55,79.5,58.3,39.5,99.4,normal
50007238,2025-08-07 04:39:18,67.3,47.9,33.2,84.7,normal
50007238,2025-08-10 23:30:04,71.1,50.2,34.5,91.8,normal
50007238,2025-08-03 11:05:21,64.3,45.1,56.2,66.4,high
50007238,2025-08-05 09:20:51,75.4,51.0,11.2,76.0,warning
50007238,2025-08-12 01:40:29,73.4,63.5,33.4,72.7,warning
50007238,2025-08-01 03:15:44,67.9,51.3,46.8,67.4,high
50007238,2025-08-08 15:32:33,75.9,41.0,27.7,87.8,normal
50124023,2025-08-08 23:33:45,77.9,35.6,78.9,87.1,normal
50124023,2025-08-11 23:52:29,68.5,40.8,64.2,85.4,normal
50124023,2025-08-10 00:52:31,66.3,29.0,38.5,91.0,normal
50124023,2025-08-06 21:11:39,70.5,36.8,53.6,87.3,normal
50124023,2025-08-07 21:36:44,62.8,47.8,29.8,96.3,normal
50124023,2025-08-10 13:40:56,68.7,54.4,49.4,93.0,normal
50124023,2025-08-07 06:53:32,65.7,53.7,69.0,79.1,warning
50124023,2025-08-12 02:24:42,64.5,26.4,41.5,71.9,warning
50124023,2025-08-08 14:15:26,70.7,58.0,42.1,85.3,normal
50124023,2025-08-12 12:19:39,70.6,41.8,59.2,84.9,normal
50090839,2025-08-07 18:41:38,76.4,58.2,50.2,91.4,normal
50090839,2025-08-06 07:50:01,74.4,52.8,52.6,69.3,high
50090839,2025-08-08 08:17:10,70.2,51.5,62.2,80.2,normal
50090839,2025-08-09 13:31:26,69.2,65.8,38.7,95.3,normal
50090839,2025-08-03 18:18:53,75.2,47.0,51.7,72.3,warning
50090839,2025-08-11 21:32:35,69.2,32.5,45.3,62.3,high
50090839,2025-08-11 14:47:59,72.0,44.2,67.4,90.6,normal
50090839,2025-08-05 20:05:57,65.6,53.1,57.5,85.6,normal
50090839,2025-08-13 19:52:36,67.7,42.8,68.6,63.7,high
50090839,2025-08-03 13:00:18,78.9,35.9,70.4,99.8,normal
41037770,2025-08-01 14:56:50,70.6,34.1,48.3,79.3,warning
41037770,2025-08-08 18:54:09,66.0,55.2,62.3,94.2,normal
41037770,2025-08-07 22:36:10,72.5,42.7,21.3,90.9,normal
41037770,2025-08-08 03:17:36,70.2,32.4,61.9,89.8,normal
41037770,2025-08-10 15:24:11,75.8,35.7,78.7,61.5,high
41037770,2025-08-08 17:27:39,68.5,68.5,21.6,78.2,warning
41037770,2025-08-08 16:07:59,73.2,32.8,50.9,97.7,normal
41037770,2025-08-07 05:38:54,70.0,26.8,48.6,94.6,normal
41037770,2025-08-05 10:21:05,68.8,60.0,31.3,77.1,warning
